Play_Position	Identifier_in_play	Text	Polarity_differentiated	Polarity_threefold	Polarity_binary
Nathan der Weise 3.Akt, 2.Szene, 10.Replik, Nummer im Gesamt-Drama: 586	3_2_10_586	RECHA:Wo ihr gewesen? – Auch Wo Ihr vielleicht nicht solltet sein gewesen? Das ist nicht gut.	negative	negative	negative
Nathan der Weise 3.Akt, 2.Szene, 13.Replik, Nummer im Gesamt-Drama: 589	3_2_13_589	TEMPELHERR:Was? was? Obs wahr, Daß noch daselbst der Ort zu sehn, wo Moses Vor Gott gestanden, als ...	uncertain	positive	positive
Nathan der Weise 3.Akt, 2.Szene, 17.Replik, Nummer im Gesamt-Drama: 593	3_2_17_593	TEMPELHERR:So muß Ich doch Euch wieder in die Augen sehn. – Was? Nun schlagt Ihr sie nieder? nun verbeißt Das Lächeln Ihr? wie ich noch erst in Mienen, In zweifelhaften Mienen lesen will, Was ich so deutlich hör', Ihr so vernehmlich Mir sagt – verschweigt? – Ah Recha! Recha! Wie Hat er so wahr gesagt: »Kennt sie nur erst!«	uncertain	positive	positive
Nathan der Weise 3.Akt, 2.Szene, 20.Replik, Nummer im Gesamt-Drama: 596	3_2_20_596	DAJA:Und ich nicht etwa auch? Ich denn nicht auch?	uncertain	positive	positive
Nathan der Weise 3.Akt, 3.Szene, 14.Replik, Nummer im Gesamt-Drama: 617	3_3_14_617	DAJA:Den heißen Hunger nur gestillt.	mixed	positive	positive
Nathan der Weise 3.Akt, 4.Szene, 2.Replik, Nummer im Gesamt-Drama: 626	3_4_2_626	SITTAH:Er war auch wohl nicht bei der Hand; nicht gleich Zu finden.	negative	negative	negative
Nathan der Weise 3.Akt, 4.Szene, 3.Replik, Nummer im Gesamt-Drama: 627	3_4_3_627	SALADIN:Schwester! Schwester!	neutral	neutral	negative
Nathan der Weise 3.Akt, 4.Szene, 17.Replik, Nummer im Gesamt-Drama: 641	3_4_17_641	SALADIN:Und daß die Weiber doch so gern den Mann Zu sich herunter hätten! – Geh nur, geh! – Ich glaube meine Lektion zu können.	negative	negative	negative
Nathan der Weise 3.Akt, 5.Szene, 1.Replik, Nummer im Gesamt-Drama: 646	3_5_1_646	SALADIN:Tritt näher, Jude! – Näher! – Nur ganz her! – Nur ohne Furcht!	mixed	positive	positive
Nathan der Weise 3.Akt, 5.Szene, 4.Replik, Nummer im Gesamt-Drama: 649	3_5_4_649	NATHAN:Ja.	neutral	neutral	positive
Nathan der Weise 3.Akt, 5.Szene, 5.Replik, Nummer im Gesamt-Drama: 650	3_5_5_650	SALADIN:Den weisen Nathan?	neutral	neutral	positive
Nathan der Weise 3.Akt, 5.Szene, 7.Replik, Nummer im Gesamt-Drama: 652	3_5_7_652	SALADIN:Wohl! nennst du dich nicht; nennt dich das Volk.	neutral	neutral	positive
Nathan der Weise 3.Akt, 5.Szene, 21.Replik, Nummer im Gesamt-Drama: 666	3_5_21_666	SALADIN:Auch darauf bin ich eben nicht mit dir Gesteuert. Davon weiß ich schon, so viel Ich nötig habe. – Kurz; –	neutral	neutral	negative
Nathan der Weise 3.Akt, 7.Szene, 9.Replik, Nummer im Gesamt-Drama: 680	3_7_9_680	SALADIN:Schon wieder So stolz bescheiden? – Mach! erzähl', erzähle!	mixed	negative	negative
Nathan der Weise 3.Akt, 7.Szene, 15.Replik, Nummer im Gesamt-Drama: 686	3_7_15_686	SALADIN:Wie? das soll Die Antwort sein auf meine Frage? ...	negative	negative	negative
Nathan der Weise 3.Akt, 7.Szene, 24.Replik, Nummer im Gesamt-Drama: 695	3_7_24_695	NATHAN:Und also; fuhr der Richter fort, wenn ihr Nicht meinen Rat, statt meines Spruches, wollt: Geht nur! – Mein Rat ist aber der: ihr nehmt Die Sache völlig wie sie liegt. Hat von Euch jeder seinen Ring von seinem Vater: So glaube jeder sicher seinen Ring Den echten. – Möglich; daß der Vater nun Die Tyrannei des Einen Rings nicht länger In seinem Hause dulden wollen! – Und gewiß; Daß er euch alle drei geliebt, und gleich Geliebt: indem er zwei nicht drücken mögen, Um einen zu begünstigen. – Wohlan! Es eifre jeder seiner unbestochnen Von Vorurteilen freien Liebe nach! Es strebe von euch jeder um die Wette, Die Kraft des Steins in seinem Ring' an Tag Zu legen! komme dieser Kraft mit Sanftmut, Mit herzlicher Verträglichkeit, mit Wohltun, Mit innigster Ergebenheit in Gott, Zu Hülf'! Und wenn sich dann der Steine Kräfte Bei euern Kindes-Kindeskindern äußern: So lad' ich über tausend tausend Jahre, Sie wiederum vor diesen Stuhl. Da wird Ein weisrer Mann auf diesem Stuhle sitzen, Als ich; und sprechen. Geht! – So sagte der Bescheidne Richter.	positive	positive	positive
Nathan der Weise 3.Akt, 7.Szene, 30.Replik, Nummer im Gesamt-Drama: 701	3_7_30_701	NATHAN:Und weiter hätte Saladin mir nichts Zu sagen?	neutral	neutral	positive
Nathan der Weise 3.Akt, 9.Szene, 7.Replik, Nummer im Gesamt-Drama: 728	3_9_7_728	NATHAN:So seid Ihr doch indes schon da gewesen? habt Indes sie doch gesprochen? – Nun? – Sagt: wie Gefällt Euch Recha?	positive	positive	positive
Nathan der Weise 3.Akt, 9.Szene, 14.Replik, Nummer im Gesamt-Drama: 735	3_9_14_735	TEMPELHERR:Nicht Sohn? – Ich bitt' Euch, Nathan! – Ich beschwör' Euch bei den ersten Banden der Natur! – Zieht ihnen spätre Fesseln doch nicht vor! – Begnügt Euch doch ein Mensch zu sein! – Stoßt mich Nicht von Euch!	negative	negative	negative
Nathan der Weise 3.Akt, 9.Szene, 19.Replik, Nummer im Gesamt-Drama: 740	3_9_19_740	NATHAN:Eh ich einmal weiß, Was für ein Stauffen Euer Vater denn Gewesen ist!	neutral	neutral	negative
Nathan der Weise 3.Akt, 9.Szene, 27.Replik, Nummer im Gesamt-Drama: 748	3_9_27_748	NATHAN:Wie?	uncertain	negative	negative
Nathan der Weise 3.Akt, 10.Szene, 11.Replik, Nummer im Gesamt-Drama: 767	3_10_11_767	TEMPELHERR:Zum Unsinn? Wahrlich; Ihr Versteht Euch trefflich drauf.	positive	positive	positive
Nathan der Weise 3.Akt, 10.Szene, 14.Replik, Nummer im Gesamt-Drama: 770	3_10_14_770	DAJA:Scheint freilich wenig Sinn zu haben. – Doch Zuweilen ist des Sinns in einer Sache Auch mehr, als wir vermuten; und es wäre So unerhört doch nicht, daß uns der Heiland Auf Wegen zu sich zöge, die der Kluge Von selbst nicht leicht betreten würde.	mixed	positive	positive
Nathan der Weise 3.Akt, 10.Szene, 18.Replik, Nummer im Gesamt-Drama: 774	3_10_18_774	DAJA:Gewiß? gewiß? – So schwört mir, Ritter, sie Zur Eurigen zu machen; sie zu retten; Sie zeitlich hier, sie ewig dort zu retten.	positive	positive	positive
Nathan der Weise 3.Akt, 10.Szene, 24.Replik, Nummer im Gesamt-Drama: 780	3_10_24_780	DAJA:Nun, so muß er wollen; Muß gern am Ende wollen.	positive	positive	positive
Nathan der Weise 3.Akt, 10.Szene, 28.Replik, Nummer im Gesamt-Drama: 784	3_10_28_784	DAJA:Was sagt Ihr? – Wie? Ihr hättet Den Schatten eines Wunsches nur nach Recha Ihm blicken lassen: und er wär' vor Freuden Nicht aufgesprungen? hätte frostig sich Zurückgezogen? hätte Schwierigkeiten Gemacht?	negative	negative	negative
Nathan der Weise 3.Akt, 10.Szene, 31.Replik, Nummer im Gesamt-Drama: 787	3_10_31_787	TEMPELHERR:Und Ihr bedenkt Euch doch?	neutral	neutral	negative
Nathan der Weise 3.Akt, 10.Szene, 36.Replik, Nummer im Gesamt-Drama: 792	3_10_36_792	DAJA:Wie, Ritter? Verdienet meine Nachricht diesen Spott? Daß Recha eine Christin ist: das freuet Euch, einen Christen, einen Tempelherrn, Der Ihr sie liebt, nicht mehr?	negative	negative	negative
Nathan der Weise 3.Akt, 10.Szene, 43.Replik, Nummer im Gesamt-Drama: 799	3_10_43_799	TEMPELHERR:Nathan nicht ihr Vater? – Wißt Ihr, was Ihr sagt?	neutral	neutral	negative
Nathan der Weise 3.Akt, 10.Szene, 46.Replik, Nummer im Gesamt-Drama: 802	3_10_46_802	DAJA:Ganz gewiß.	positive	positive	positive
Nathan der Weise 3.Akt, 10.Szene, 52.Replik, Nummer im Gesamt-Drama: 808	3_10_52_808	DAJA:Ich wär' des Todes!	negative	negative	negative
Nathan der Weise 4.Akt, 1.Szene, 7.Replik, Nummer im Gesamt-Drama: 818	4_1_7_818	KLOSTERBRUDER:Ihr habts nun überlegt; Habt nun gefunden, daß der Patriarch So Unrecht doch nicht hat; daß Ehr' und Geld Durch seinen Anschlag zu gewinnen; daß Ein Feind ein Feind ist, wenn er unser Engel Auch siebenmal gewesen wäre. Das, Das habt Ihr nun mit Fleisch und Blut erwogen, Und kommt, und tragt Euch wieder an. – Ach Gott!	mixed	positive	positive
Nathan der Weise 4.Akt, 1.Szene, 8.Replik, Nummer im Gesamt-Drama: 819	4_1_8_819	TEMPELHERR:Mein frommer, lieber Mann! gebt Euch zufrieden. Deswegen komm' ich nicht; deswegen will Ich nicht den Patriarchen sprechen. Noch, Noch denk' ich über jenen Punkt, wie ich Gedacht, und wollt' um alles in der Welt Die gute Meinung nicht verlieren, deren Mich ein so grader, frommer, lieber Mann Einmal gewürdiget. – Ich komme bloß, Den Patriarchen über eine Sache Um Rat zu fragen ...	positive	positive	positive
Nathan der Weise 4.Akt, 2.Szene, 8.Replik, Nummer im Gesamt-Drama: 834	4_2_8_834	PATRIARCH:Ich wünsche wenigstens, Daß so ein frommer Ritter lange noch Der lieben Christenheit, der Sache Gottes Zu Ehr und Frommen blühn und grünen möge! Das wird denn auch nicht fehlen, wenn nur fein Die junge Tapferkeit dem reifen Rate Des Alters folgen will! – Womit wär' sonst Dem Herrn zu dienen?	positive	positive	positive
Nathan der Weise 4.Akt, 2.Szene, 16.Replik, Nummer im Gesamt-Drama: 842	4_2_16_842	PATRIARCH:Eins? – Da seh der Herr Wie sich die stolze menschliche Vernunft Im Geistlichen doch irren kann. – Mit nichten! Denn ist der vorgetragne Fall nur so Ein Spiel des Witzes: so verlohnt es sich Der Mühe nicht, im Ernst ihn durchzudenken. Ich will den Herrn damit auf das Theater Verwiesen haben, wo dergleichen pro Et contra sich mit vielem Beifall könnte Behandeln lassen. – Hat der Herr mich aber Nicht bloß mit einer theatral'schen Schnurre Zum besten; ist der Fall ein Faktum; hätt' Er sich wohl gar in unsrer Diözes', In unsrer lieben Stadt Jerusalem, Eräugnet: – ja alsdann –	negative	negative	negative
Nathan der Weise 4.Akt, 2.Szene, 30.Replik, Nummer im Gesamt-Drama: 856	4_2_30_856	PATRIARCH:Was? mir nun Nicht einmal Rede stehn? – Den Bösewicht, Den Juden mir nicht nennen? – mir ihn nicht Zur Stelle schaffen? – O da weiß ich Rat! Ich geh sogleich zum Sultan. – Saladin, Vermöge der Kapitulation, Die er beschworen, muß uns, muß uns schützen; Bei allen Rechten, allen Lehren schützen, Die wir zu unsrer allerheiligsten Religion nur immer rechnen dürfen! Gottlob! wir haben das Original. Wir haben seine Hand, sein Siegel. Wir! – Auch mach' ich ihm gar leicht begreiflich, wie Gefährlich selber für den Staat es ist, Nichts glauben! Alle bürgerliche Bande Sind aufgelöset, sind zerrissen, wenn Der Mensch nichts glauben darf. – Hinweg! hinweg Mit solchem Frevel! ..	negative	negative	negative
Nathan der Weise 4.Akt, 2.Szene, 31.Replik, Nummer im Gesamt-Drama: 857	4_2_31_857	TEMPELHERR:Schade, daß ich nicht Den trefflichen Sermon mit beßrer Muße Genießen kann! Ich bin zum Saladin Gerufen.	positive	positive	positive
Nathan der Weise 4.Akt, 2.Szene, 36.Replik, Nummer im Gesamt-Drama: 862	4_2_36_862	PATRIARCH:(Dem ich tiefer Doch auf den Grund zu kommen suchen muß. Das wär' so wiederum ein Auftrag für Den Bruder Bonafides.) – Hier, mein Sohn!	neutral	neutral	positive
Nathan der Weise 4.Akt, 3.Szene, 4.Replik, Nummer im Gesamt-Drama: 866	4_3_4_866	SITTAH:Was soll nun das? Was soll das Geld Bei mir?	neutral	neutral	negative
Nathan der Weise 4.Akt, 3.Szene, 5.Replik, Nummer im Gesamt-Drama: 867	4_3_5_867	SALADIN:Mach dich davon bezahlt; und leg' Auf Vorrat, wenn was übrig bleibt.	neutral	neutral	positive
Nathan der Weise 4.Akt, 4.Szene, 3.Replik, Nummer im Gesamt-Drama: 880	4_4_3_880	TEMPELHERR:Was dir ziemt Zu tun, ziemt mir, erst zu vernehmen, nicht Vorauszusetzen. Aber, Sultan, – Dank, Besondern Dank dir für mein Leben zu Beteuern, stimmt mit meinem Stand' und meinem Charakter nicht. – Es steht in allen Fällen Zu deinen Diensten wieder.	positive	positive	positive
Nathan der Weise 4.Akt, 4.Szene, 4.Replik, Nummer im Gesamt-Drama: 881	4_4_4_881	SALADIN:Brauch es nur Nicht wider mich! – Zwar ein Paar Hände mehr, Die gönnt' ich meinem Feinde gern. Allein Ihm so ein Herz auch mehr zu gönnen, fällt Mir schwer. – Ich habe mich mit dir in nichts Betrogen, braver junger Mann! Du bist Mit Seel und Leib mein Assad. Sieh! ich könnte Dich fragen: wo du denn die ganze Zeit Gesteckt? in welcher Höhle du geschlafen? In welchem Ginnistan, von welcher guten Div diese Blume fort und fort so frisch Erhalten worden? Sieh! ich könnte dich Erinnern wollen, was wir dort und dort Zusammen ausgeführt. Ich könnte mit Dir zanken, daß du Ein Geheimnis doch Vor mir gehabt! Ein Abenteuer mir Doch unterschlagen: – Ja, das könnt' ich; wenn Ich dich nur säh', und nicht auch mich. – Nun, mags! Von dieser süßen Träumerei ist immer Doch so viel wahr, daß mir in meinem Herbst Ein Assad wieder blühen soll. – Du bist Es doch zufrieden, Ritter?	mixed	positive	positive
Nathan der Weise 4.Akt, 4.Szene, 10.Replik, Nummer im Gesamt-Drama: 887	4_4_10_887	SALADIN:Ein Wort?	neutral	neutral	positive
Nathan der Weise 4.Akt, 4.Szene, 17.Replik, Nummer im Gesamt-Drama: 894	4_4_17_894	TEMPELHERR:Ja, ja!	positive	positive	positive
Nathan der Weise 4.Akt, 4.Szene, 29.Replik, Nummer im Gesamt-Drama: 906	4_4_29_906	TEMPELHERR:Daß diesem Eindruck, auf das liebliche Geschwätz des Vaters hin, mein rasches Herz So wenig Widerstand entgegen setzte! – Ich Tropf! ich sprang zum zweitenmal ins Feuer. – Denn nun warb ich, und nun ward ich verschmäht.	negative	negative	negative
Nathan der Weise 4.Akt, 4.Szene, 32.Replik, Nummer im Gesamt-Drama: 909	4_4_32_909	SALADIN:Nun, nun! So sieh doch einem Alten etwas nach! Wie lange können seine Weigerungen Denn dauern? Wird er denn von dir verlangen, Daß du erst Jude werden sollst?	negative	negative	negative
Nathan der Weise 4.Akt, 4.Szene, 33.Replik, Nummer im Gesamt-Drama: 910	4_4_33_910	TEMPELHERR:Wer weiß!	negative	negative	negative
Nathan der Weise 4.Akt, 4.Szene, 39.Replik, Nummer im Gesamt-Drama: 916	4_4_39_916	TEMPELHERR:Dem allein Die blöde Menschheit zu vertrauen, bis Sie hellern Wahrheitstag gewöhne; dem Allein ...	negative	negative	negative
Nathan der Weise 4.Akt, 4.Szene, 47.Replik, Nummer im Gesamt-Drama: 924	4_4_47_924	TEMPELHERR:Was? ruhig Christ? – Wenn Jud' Und Muselmann, auf Jud', auf Muselmann Bestehen: soll allein der Christ den Christen Nicht machen dürfen?	negative	negative	negative
Nathan der Weise 4.Akt, 4.Szene, 54.Replik, Nummer im Gesamt-Drama: 931	4_4_54_931	SALADIN:Wär' Es diese Furcht nicht selbst! Mich dünkt, ich weiß, Aus welchen Fehlern unsre Tugend keimt. Pfleg' diese ferner nur, und jene sollen Bei mir dir wenig schaden. – Aber geh! Such du nun Nathan, wie er dich gesucht; Und bring' ihn her. Ich muß euch doch zusammen Verständigen. – Wär' um das Mädchen dir Im Ernst zu tun: sei ruhig. Sie ist dein! Auch soll es Nathan schon empfinden, daß Er ohne Schweinefleisch ein Christenkind Erziehen dürfen! – Geh!	uncertain	negative	negative
Nathan der Weise 4.Akt, 5.Szene, 1.Replik, Nummer im Gesamt-Drama: 932	4_5_1_932	SITTAH:Ganz sonderbar!	neutral	neutral	negative
Nathan der Weise 4.Akt, 5.Szene, 2.Replik, Nummer im Gesamt-Drama: 933	4_5_2_933	SALADIN:Gelt, Sittah? Muß mein Assad nicht ein braver, Ein schöner junger Mann gewesen sein?	positive	positive	positive
Nathan der Weise 4.Akt, 5.Szene, 4.Replik, Nummer im Gesamt-Drama: 935	4_5_4_935	SALADIN:Und ins besondre wohl nach seiner Mutter? Ob seine Mutter hier zu Lande nie Gewesen sei? – Nicht wahr?	neutral	neutral	positive
Nathan der Weise 4.Akt, 5.Szene, 8.Replik, Nummer im Gesamt-Drama: 939	4_5_8_939	SALADIN:Allerdings! Was hätte Nathan, So bald er nicht ihr Vater ist, für Recht Auf sie? Wer ihr das Leben so erhielt, Tritt einzig in die Rechte des, der ihr Es gab.	negative	negative	negative
Nathan der Weise 4.Akt, 5.Szene, 10.Replik, Nummer im Gesamt-Drama: 941	4_5_10_941	SALADIN:Täte das wohl Not?	negative	negative	negative
Nathan der Weise 4.Akt, 6.Szene, 5.Replik, Nummer im Gesamt-Drama: 952	4_6_5_952	DAJA:Ich?	neutral	neutral	positive
Nathan der Weise 4.Akt, 6.Szene, 11.Replik, Nummer im Gesamt-Drama: 958	4_6_11_958	DAJA:Versucher! Nein, wären es die Kostbarkeiten auch Der ganzen Welt! Nicht rühr an! wenn Ihr mir Vorher nicht schwört, von dieser einzigen Gelegenheit, dergleichen Euch der Himmel Nicht zweimal schicken wird, Gebrauch zu machen.	negative	negative	negative
Nathan der Weise 4.Akt, 6.Szene, 18.Replik, Nummer im Gesamt-Drama: 965	4_6_18_965	NATHAN:Nur wenig Tage noch Geduld! ... Sieh doch! – Wer kömmt denn dort? Ein Klosterbruder? Geh, frag' ihn was er will.	negative	negative	negative
Nathan der Weise 4.Akt, 6.Szene, 19.Replik, Nummer im Gesamt-Drama: 966	4_6_19_966	DAJA:Was wird er wollen?	neutral	neutral	negative
Nathan der Weise 4.Akt, 7.Szene, 8.Replik, Nummer im Gesamt-Drama: 977	4_7_8_977	KLOSTERBRUDER:Hört doch Vor allen Dingen, wie ich selber nur Erst heut an dies mein Euch vertrautes Pfand Erinnert worden.	uncertain	positive	positive
Nathan der Weise 4.Akt, 7.Szene, 10.Replik, Nummer im Gesamt-Drama: 979	4_7_10_979	KLOSTERBRUDER:Vor kurzem saß ich noch als Eremit Auf Quarantana, unweit Jericho. Da kam arabisch Raubgesindel, brach Mein Gotteshäuschen ab und meine Zelle, Und schleppte mich mit fort. Zum Glück entkam Ich noch, und floh hierher zum Patriarchen, Um mir ein ander Plätzchen auszubitten, Allwo ich meinem Gott in Einsamkeit Bis an mein selig Ende dienen könne.	mixed	negative	negative
Nathan der Weise 4.Akt, 7.Szene, 28.Replik, Nummer im Gesamt-Drama: 997	4_7_28_997	KLOSTERBRUDER:Nun, wo ist es denn? Es ist doch wohl nicht etwa gar gestorben? – Laßts lieber nicht gestorben sein! – Wenn sonst Nur niemand um die Sache weiß: so hat Es gute Wege.	negative	negative	negative
Nathan der Weise 4.Akt, 7.Szene, 33.Replik, Nummer im Gesamt-Drama: 1002	4_7_33_1002	NATHAN:Ihr traft mich mit dem Kinde zu Darun. Ihr wißt wohl aber nicht, daß wenig Tage Zuvor, in Gath die Christen alle Juden Mit Weib und Kind ermordet hatten; wißt Wohl nicht, daß unter diesen meine Frau Mit sieben hoffnungsvollen Söhnen sich Befunden, die in meines Bruders Hause, Zu dem ich sie geflüchtet, insgesamt Verbrennen müssen.	negative	negative	negative
Nathan der Weise 4.Akt, 7.Szene, 34.Replik, Nummer im Gesamt-Drama: 1003	4_7_34_1003	KLOSTERBRUDER:Allgerechter!	negative	negative	negative
Nathan der Weise 4.Akt, 7.Szene, 36.Replik, Nummer im Gesamt-Drama: 1005	4_7_36_1005	KLOSTERBRUDER:Ach! Ich glaubs Euch wohl!	positive	positive	positive
Nathan der Weise 4.Akt, 7.Szene, 39.Replik, Nummer im Gesamt-Drama: 1008	4_7_39_1008	NATHAN:Wohl uns! Denn was Mich Euch zum Christen macht, das macht Euch mir Zum Juden! – Aber laßt uns länger nicht Einander nur erweichen. Hier brauchts Tat! Und ob mich siebenfache Liebe schon Bald an dies einz'ge fremde Mädchen band; Ob der Gedanke mich schon tötet, daß Ich meine sieben Söhn' in ihr aufs neue Verlieren soll: – wenn sie von meinen Händen Die Vorsicht wiederfodert, – ich gehorche!	mixed	positive	positive
Nathan der Weise 4.Akt, 7.Szene, 43.Replik, Nummer im Gesamt-Drama: 1012	4_7_43_1012	NATHAN:Wer Auf sie nicht größre Rechte hat, als ich; Muß frühere zum mindsten haben –	neutral	neutral	positive
Nathan der Weise 4.Akt, 7.Szene, 48.Replik, Nummer im Gesamt-Drama: 1017	4_7_48_1017	KLOSTERBRUDER:Das, guter Nathan, wohl nun schwerlich! – Denn Ihr habt ja schon gehört, daß ich nur gar Zu kurze Zeit bei ihm gewesen.	negative	negative	negative
Nathan der Weise 4.Akt, 7.Szene, 51.Replik, Nummer im Gesamt-Drama: 1020	4_7_51_1020	NATHAN:Hieß nicht ihr Bruder Conrad von Stauffen? – und war Tempelherr?	neutral	neutral	positive
Nathan der Weise 4.Akt, 8.Szene, 2.Replik, Nummer im Gesamt-Drama: 1030	4_8_2_1030	NATHAN:Nun?	neutral	neutral	negative
Nathan der Weise 4.Akt, 8.Szene, 5.Replik, Nummer im Gesamt-Drama: 1033	4_8_5_1033	DAJA:Des Sultans Schwester, Prinzessin Sittah ...	neutral	neutral	negative
Nathan der Weise 5.Akt, 1.Szene, 4.Replik, Nummer im Gesamt-Drama: 1047	5_1_4_1047	DER MAMELUCK:(Nun? nur her damit!)	negative	negative	negative
Nathan der Weise 5.Akt, 1.Szene, 6.Replik, Nummer im Gesamt-Drama: 1049	5_1_6_1049	DER MAMELUCK:Dem Willkommnen Sonst nichts?	neutral	neutral	negative
Nathan der Weise 5.Akt, 1.Szene, 19.Replik, Nummer im Gesamt-Drama: 1062	5_1_19_1062	SALADIN:Ja, wenn du rechnen kannst! – So nimm sie nur.	negative	negative	negative
Nathan der Weise 5.Akt, 1.Szene, 20.Replik, Nummer im Gesamt-Drama: 1063	5_1_20_1063	ZWEITER MAMELUCK:Es wird wohl noch ein dritter kommen, – wenn Er anders kommen kann.	neutral	neutral	positive
Nathan der Weise 5.Akt, 2.Szene, 2.Replik, Nummer im Gesamt-Drama: 1074	5_2_2_1074	MANSOR:Dieser Brief Berichtet, was dein Abulkassem erst Für Unruh in Thebais dämpfen müssen: Eh' wir es wagen durften abzugehen. Den Zug darauf hab' ich beschleuniget So viel, wie möglich war.	negative	negative	negative
Nathan der Weise 5.Akt, 4.Szene, 1.Replik, Nummer im Gesamt-Drama: 1079	5_4_1_1079	NATHAN:Habt nochmals, guter Bruder, vielen Dank!	positive	positive	positive
Nathan der Weise 5.Akt, 4.Szene, 14.Replik, Nummer im Gesamt-Drama: 1092	5_4_14_1092	KLOSTERBRUDER:Ich nicht. Lebt wohl!	positive	positive	positive
Nathan der Weise 5.Akt, 5.Szene, 3.Replik, Nummer im Gesamt-Drama: 1096	5_5_3_1096	TEMPELHERR:Wir sind einander fehl gegangen. Nehmts Nicht übel.	neutral	neutral	positive
Nathan der Weise 5.Akt, 5.Szene, 14.Replik, Nummer im Gesamt-Drama: 1107	5_5_14_1107	NATHAN:Ja, die dumme; – nicht die fromme.	negative	negative	negative
Nathan der Weise 5.Akt, 5.Szene, 24.Replik, Nummer im Gesamt-Drama: 1117	5_5_24_1117	NATHAN:Daß mich einer Bei seinem Patriarchen angeklagt ...	negative	negative	negative
Nathan der Weise 5.Akt, 5.Szene, 29.Replik, Nummer im Gesamt-Drama: 1122	5_5_29_1122	TEMPELHERR:Hört mich, Nathan! – Allerdings: Ich tat nicht recht! – Ihr seid wohl gar nicht schuldig. – Die Närrin Daja weiß nicht was sie spricht – Ist Euch gehässig – Sucht Euch nur damit In einen bösen Handel zu verwickeln – Kann sein! kann sein! – Ich bin ein junger Laffe, Der immer nur an beiden Enden schwärmt; Bald viel zu viel, bald viel zu wenig tut – Auch das kann sein! Verzeiht mir, Nathan.	negative	negative	negative
Nathan der Weise 5.Akt, 5.Szene, 46.Replik, Nummer im Gesamt-Drama: 1139	5_5_46_1139	NATHAN:Besonders hat ein Bruder sich gefunden, Bei dem Ihr um sie werben müßt.	positive	positive	positive
Nathan der Weise 5.Akt, 5.Szene, 54.Replik, Nummer im Gesamt-Drama: 1147	5_5_54_1147	NATHAN:Hat keine Not! Er wird sich unsrer Liebe Noch immer wert genug behaupten.	positive	positive	positive
Nathan der Weise 5.Akt, 5.Szene, 68.Replik, Nummer im Gesamt-Drama: 1161	5_5_68_1161	NATHAN:Leicht beide. Kommt nur mit! Ich bitt' Euch, kommt!	positive	positive	positive
Nathan der Weise 5.Akt, 6.Szene, 6.Replik, Nummer im Gesamt-Drama: 1167	5_6_6_1167	RECHA:Ein wenig meines Vaters Hand! – Ich meinte, Du sprächst von Büchern.	neutral	neutral	positive
Nathan der Weise 5.Akt, 6.Szene, 20.Replik, Nummer im Gesamt-Drama: 1181	5_6_20_1181	RECHA:Nicht wahr?	positive	positive	positive
Nathan der Weise 5.Akt, 6.Szene, 27.Replik, Nummer im Gesamt-Drama: 1188	5_6_27_1188	SITTAH:Kind, was Geschieht dir? Recha?	negative	negative	negative
Nathan der Weise 5.Akt, 6.Szene, 29.Replik, Nummer im Gesamt-Drama: 1190	5_6_29_1190	SITTAH:Du? verlieren? ihn? Wie das? – Sei ruhig! – Nimmermehr! – Steh auf!	negative	negative	negative
Nathan der Weise 5.Akt, 6.Szene, 48.Replik, Nummer im Gesamt-Drama: 1209	5_6_48_1209	RECHA:Was sie mir eben itzt entdeckt will haben.	negative	negative	negative
Nathan der Weise 5.Akt, 7.Szene, 9.Replik, Nummer im Gesamt-Drama: 1225	5_7_9_1225	RECHA:Eh er mir nicht verspricht ...	negative	negative	negative
Nathan der Weise 5.Akt, 7.Szene, 11.Replik, Nummer im Gesamt-Drama: 1227	5_7_11_1227	RECHA:Nicht mehr, nicht weniger, Als meinen Vater mir zu lassen; und Mich ihm! – Noch weiß ich nicht, wer sonst mein Vater Zu sein verlangt; – verlangen kann. Wills auch Nicht wissen. Aber macht denn nur das Blut Den Vater? nur das Blut?	mixed	positive	positive
Nathan der Weise 5.Akt, 7.Szene, 12.Replik, Nummer im Gesamt-Drama: 1228	5_7_12_1228	SALADIN:Ich merke wohl! – Wer war so grausam denn, dir selbst – dir selbst Dergleichen in den Kopf zu setzen? Ist Es denn schon völlig ausgemacht? erwiesen?	negative	negative	negative
Nathan der Weise 5.Akt, 7.Szene, 14.Replik, Nummer im Gesamt-Drama: 1230	5_7_14_1230	SALADIN:Deiner Amme!	neutral	neutral	negative
Nathan der Weise 5.Akt, 8.Szene, 6.Replik, Nummer im Gesamt-Drama: 1247	5_8_6_1247	NATHAN:Und warum zuerst Von dieser Kleinigkeit? – Ich sehe dort Ein Aug' in Tränen, das zu trocknen, mir Weit angelegner ist. Du hast geweint? Was fehlt dir? – bist doch meine Tochter noch?	negative	negative	negative
Nathan der Weise 5.Akt, 8.Szene, 8.Replik, Nummer im Gesamt-Drama: 1249	5_8_8_1249	NATHAN:Wir verstehen uns. Genug! – Sei heiter! Sei gefaßt! Wenn sonst dein Herz Nur dein noch ist! Wenn deinem Herzen sonst Nur kein Verlust nicht droht! – Dein Vater ist Dir unverloren!	positive	positive	positive
Nathan der Weise 5.Akt, 8.Szene, 23.Replik, Nummer im Gesamt-Drama: 1264	5_8_23_1264	NATHAN:Ihr Bruder!	neutral	neutral	positive
